Speaker_1,Speaker_2,Personality,Utterance_1,Utterance_2,Utterance_3,Emotion_1,Emotion_2,Emotion_3,Sentiment_1,Sentiment_2,Sentiment_3
Ross,Joey,"[0.722, 0.489, 0.6, 0.533, 0.356]",You have 30 seconds. And the lightning round begins stop it  now. What was Monica s nickname when she was a field hockey goalie?,Big fat goalie.,Correct. Rachel claims,neutral,neutral,neutral,neutral,neutral,neutral
Ross,Chandler,"[0.722, 0.489, 0.6, 0.533, 0.356]",Correct. Rachel claims,Dangerous Liaisons,Correct. Her actual favorite movie is...,neutral,neutral,neutral,neutral,neutral,neutral
Ross,Chandler,"[0.722, 0.489, 0.6, 0.533, 0.356]",It's not funny!,I respectfully disagree.,I can't believe you put that on my alumni page!,anger,neutral,anger,negative,neutral,negative
Ross,Chandler,"[0.722, 0.489, 0.6, 0.533, 0.356]",I can't believe you put that on my alumni page!,Who cares? Nobody reads those things,You'd better hope not because I just read what you put on your    page today.,anger,neutral,anger,negative,neutral,negative
Ross,Chandler,"[0.722, 0.489, 0.6, 0.533, 0.356]",You'd better hope not because I just read what you put on your    page today.,I don't have a page.,Oh oh oh! I RESPECTFULLY DISAGREE!!,anger,neutral,anger,negative,neutral,negative
Ross,Chandler,"[0.722, 0.489, 0.6, 0.533, 0.356]",I know I miss you too. I can't wait to see you. I love you. Bye.,"Okay, what is in here? Rocks?","No-no, this is my collection of fossil samples.",joy,surprise,neutral,positive,positive,neutral
Ross,Chandler,"[0.722, 0.489, 0.6, 0.533, 0.356]","No-no, this is my collection of fossil samples.","So, rocks.","I'm really gonna miss this apartment. Y'know, Ben-Ben took his first steps right over there.",neutral,disgust,sadness,neutral,negative,negative
Ross,Joey,"[0.722, 0.489, 0.6, 0.533, 0.356]","I'm really gonna miss this apartment. Y'know, Ben-Ben took his first steps right over there.","Ohh. Hey, remember when I ran into this thing  and it kinda knocked me out a little?","I loved this place! To tell you the truth, I wish I didn't have to move.",sadness,joy,joy,negative,positive,positive
Ross,Joey,"[0.722, 0.489, 0.6, 0.533, 0.356]","I loved this place! To tell you the truth, I wish I didn't have to move.","Uhh, are you saying that you're not entirely happy about this?","Well, I mean if uh, if Emily gave me a choice",joy,surprise,sadness,positive,positive,negative
Ross,Joey,"[0.722, 0.489, 0.6, 0.533, 0.356]","Well, I mean if uh, if Emily gave me a choice",You,Why?,sadness,neutral,neutral,negative,neutral,neutral
Ross,Emily,"[0.722, 0.489, 0.6, 0.533, 0.356]","Hey, if mommy can have a wife, daddy can have a bra.","Ohh, it s time to go.","Oh, no-no-no, see, that-that clock s a little fast, uh, we have 17 minutes.",neutral,neutral,neutral,neutral,neutral,neutral
Ross,Emily,"[0.722, 0.489, 0.6, 0.533, 0.356]",Twice?,Well that s ambitious.,"Hey, uh, you can ignore that.",neutral,neutral,neutral,neutral,neutral,neutral
Ross,Joey,"[0.722, 0.489, 0.6, 0.533, 0.356]",I m sorry I m a little late.,Whoa,"Let me start by uh, by introducing myself, I am Professor Geller.",neutral,surprise,neutral,neutral,positive,neutral
Ross,Chandler,"[0.722, 0.489, 0.6, 0.533, 0.356]","Ok, bye.  Well, Monica's not coming, it's just gonna be me and Rachel.","Oh. Well, hold on camper, are you sure you've thought this thing through?",It's laundry. The thinking through is minimal.,neutral,neutral,neutral,neutral,neutral,neutral
Ross,Chandler,"[0.722, 0.489, 0.6, 0.533, 0.356]",It's laundry. The thinking through is minimal.,"It's just you and Rachel, just the two of you? This is a date. You're going on a date.",Nuh-uh.,neutral,joy,fear,neutral,positive,negative
Ross,Chandler,"[0.722, 0.489, 0.6, 0.533, 0.356]",Nuh-uh.,Yuh-huh.,"So what're you saying here? I should shave again, pick up some wine, what?",fear,joy,surprise,negative,positive,positive
Ross,Chandler,"[0.722, 0.489, 0.6, 0.533, 0.356]",No.,"Oh, and uh, the fabric softener?","Ok, ok, now what is wrong with my",neutral,neutral,anger,neutral,neutral,negative
Ross,Dr. Green,"[0.722, 0.489, 0.6, 0.533, 0.356]","Aw forget it, it s from",You think you can knock up my daughter and then not marry her?! I m gonna kill you!!,Y know this is actually not a great time for me.,neutral,anger,sadness,neutral,negative,negative
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]","Yes, exactly!",And I will make everyone call me Mrs. Geller!,"Wow! This is so amazing. I uh, I really thought I d have to talk you into this more.",joy,joy,joy,positive,positive,positive
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]","Wow! This is so amazing. I uh, I really thought I d have to talk you into this more.",What-wh-what so we ll just stay married forever?!,"Okay, look, how is this gonna affect you?",joy,surprise,neutral,positive,positive,neutral
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]",I m asking you to do me a favor.,You are asking me to be your wife!,And as my wife I think you should grant me this favor.,neutral,anger,neutral,neutral,negative,neutral
Ross,Phoebe,"[0.722, 0.489, 0.6, 0.533, 0.356]","Okay, okay, bye",So what are they doing?,"I don t know, something girlie.",neutral,neutral,joy,neutral,neutral,positive
Ross,Mark,"[0.722, 0.489, 0.6, 0.533, 0.356]","All right that's, that's it!! Get off her!",What is going on?,What's going on?!  That's what's going on!!,anger,surprise,anger,negative,positive,negative
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]",What's going on?!  That's what's going on!!,Ross!,I have been down in your store for twenty minutes trying to get a tie!,anger,surprise,anger,negative,positive,negative
Ross,Mona,"[0.722, 0.489, 0.6, 0.533, 0.356]",Yeah?,Hey it s Mona! From the wedding.,Oh hi!,neutral,joy,joy,neutral,positive,positive
Ross,Mona,"[0.722, 0.489, 0.6, 0.533, 0.356]",Oh hi!,Hi!,Wow! Uh how are you?,joy,joy,surprise,positive,positive,positive
Ross,Mona,"[0.722, 0.489, 0.6, 0.533, 0.356]",Wow! Uh how are you?,"I m good except umm, you still owe me a dance.","Oh that s right. Well uh, would you be interested in seeing a Ukrainian film?",surprise,neutral,joy,positive,neutral,positive
Ross,Mona,"[0.722, 0.489, 0.6, 0.533, 0.356]","Oh that s right. Well uh, would you be interested in seeing a Ukrainian film?",Oh you re serious. Sure!,Great! Well umm,joy,surprise,joy,positive,positive,positive
Ross,Mona,"[0.722, 0.489, 0.6, 0.533, 0.356]",Great! Well umm,I think I might need one more cup of coffee.,"Sure! Uh, let me get it for ya.",joy,neutral,neutral,positive,neutral,neutral
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]",Hi.,"Hi, sweetie!",Hello.,neutral,joy,neutral,neutral,positive,neutral
Ross,Mark,"[0.722, 0.489, 0.6, 0.533, 0.356]",Hello.,"Hi, Ross.","Yeah, huh.",neutral,neutral,neutral,neutral,neutral,neutral
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]","Yeah, huh.",I?ve got some bad news.,What?,neutral,sadness,fear,neutral,negative,negative
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]",What?,"I can get a quick bite to eat, but then I have to come back up here.","Come on sweetie! You?ve had to work late every night for the past two weeks, what is it this time?",fear,neutral,sadness,negative,neutral,negative
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]","But work comes first!  Oh hey, but that?s sad about you though, what happened? Burn out? Burn all out, did ya?","Nooo, he?s leaving for a better job.","Oh well that?s great, so I guess this is ah, this is good bye then. Huh?  Good bye.",joy,neutral,joy,positive,neutral,positive
Ross,Mark,"[0.722, 0.489, 0.6, 0.533, 0.356]","Oh well that?s great, so I guess this is ah, this is good bye then. Huh?  Good bye.","Okay, then.",Okay.,joy,neutral,neutral,positive,neutral,neutral
Ross,Chandler,"[0.722, 0.489, 0.6, 0.533, 0.356]",Whazzup??,"Seriously dude, 3 years ago.","Listen, can you do me a favor?",neutral,joy,neutral,neutral,positive,neutral
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]","You know you probably didn't know this, but back in high school, I had a, um, major crush on you.",I knew.,You did! Oh.... I always figured you just thought I was Monica's geeky older brother.,fear,neutral,surprise,negative,neutral,positive
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]",You did! Oh.... I always figured you just thought I was Monica's geeky older brother.,I did.,Oh.,surprise,neutral,sadness,positive,neutral,negative
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]",Maybe?,"Yeah, maybe...","Okay... okay, maybe I will...",neutral,joy,joy,neutral,positive,positive
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]","No,",What?! What else did he say?,"Umm, he said he thought I was funny.",neutral,surprise,neutral,neutral,positive,neutral
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]","So  Okay, look-look umm, let's just go downstairs, we'll have some fun, and you will forget all about it.","Ross, no! There is","Oh, come on! Rach, it's-it's not that bad.",neutral,anger,neutral,neutral,negative,neutral
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]","Oh, come on! Rach, it's-it's not that bad.","Ross, I am a human doodle!!","Look, just because some idiot drew on your face doesn't mean you shouldn't have any fun!",neutral,anger,neutral,neutral,negative,neutral
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]",Come on!,"Oh wait, don t you have to pay for your,  Busty Ladies?","No, it s okay. Some-some kid asked me to pick it up for him, but I don t",joy,joy,neutral,positive,positive,neutral
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]","OK, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment.",OK.,"OK. Here goes. For a while now, I've been wanting to, um....",neutral,neutral,neutral,neutral,neutral,neutral
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]","OK. Here goes. For a while now, I've been wanting to, um....",Ohhh!!!!,"Yes, yes, that's right...",neutral,surprise,neutral,neutral,positive,neutral
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]","Yes, yes, that's right...","Oh, look at the little cat!",What?  Ow!,neutral,surprise,surprise,neutral,positive,positive
Ross,Joey,"[0.722, 0.489, 0.6, 0.533, 0.356]","I say we just break the window, crawl through, and-and y know explain later.",Yeah? Really? No one s home?,I don t think so. Hello?  When you get in there,neutral,surprise,neutral,neutral,positive,neutral
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]","No you do y'know what, you re not gonna suck me into this.","Oh sure I am, because you always have to be right.","I do not always have to be okay, okay.",anger,anger,anger,negative,negative,negative
Ross,Joey,"[0.722, 0.489, 0.6, 0.533, 0.356]","I uh, went to a bar. And then I just uh, just walked around for a while.",He hooked up! He hooked up with someone.,"Look, I don't have to answer your questions! Okay? I'm a big boy, I can do whatever I want!",neutral,surprise,anger,neutral,positive,negative
Ross,Isabella,"[0.722, 0.489, 0.6, 0.533, 0.356]",Thank you.,"Um, coffee to go, please.",Isabella Rosselini.,joy,neutral,neutral,positive,neutral,neutral
Ross,Monica,"[0.722, 0.489, 0.6, 0.533, 0.356]",Isabella Rosselini.,Are you serious?  Oh my God.,Damn! I can t believe I took her off my list.,neutral,surprise,anger,neutral,positive,negative
Ross,Monica,"[0.722, 0.489, 0.6, 0.533, 0.356]",Damn! I can t believe I took her off my list.,Why?  Cause otherwise you d go for it?,"Yeah, maybe.",anger,neutral,neutral,negative,neutral,neutral
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]","Yeah, maybe.","Oh-oh, you lie.",What you don t think I d go up to her?,neutral,disgust,neutral,neutral,negative,neutral
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]",What you don t think I d go up to her?,"Ross, it took you ten years to finally admit you liked me.","Yeah, well missy, you better be glad that list is laminated.",neutral,neutral,anger,neutral,neutral,negative
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]","Yeah, well missy, you better be glad that list is laminated.","You know what honey, you go ahead, we ll call her an alternate.","Okay, hold my crawler.",anger,neutral,neutral,negative,neutral,neutral
Ross,Joey,"[0.722, 0.489, 0.6, 0.533, 0.356]","Hey! So uh, was he excited about the tickets?",No! He blew us off!,What?!,neutral,anger,surprise,neutral,negative,positive
Ross,Joey,"[0.722, 0.489, 0.6, 0.533, 0.356]",What?!,I know!,I can t believe it.  Can I tell you something? I m a little mad at him now.,surprise,surprise,anger,positive,positive,negative
Ross,Joey,"[0.722, 0.489, 0.6, 0.533, 0.356]",I can t believe it.  Can I tell you something? I m a little mad at him now.,Can I tell you something? Me too.,"Y know what? He didn t want to talk to us about being angry, well maybe we don t talk to him",anger,anger,anger,negative,negative,negative
Ross,Joey,"[0.722, 0.489, 0.6, 0.533, 0.356]","Y know what? He didn t want to talk to us about being angry, well maybe we don t talk to him",Ooooh! Freeze him out.,That s right!,anger,joy,joy,negative,positive,positive
Ross,Elizabeth,"[0.722, 0.489, 0.6, 0.533, 0.356]","Yeah, it kinda grows on you.  Actually, I wanted to finish talking to you about uh, spring vacation.",Oh good.,"Look, I   Look, I m having a great time with you and I just don t want us to move to fast or put to much pressure on us.",neutral,joy,fear,neutral,positive,negative
Ross,Elizabeth,"[0.722, 0.489, 0.6, 0.533, 0.356]",It s-it s too soon.,"Ross, I think you misunderstood what I was saying. I just wanted to tell you that I m going to Florida for a couple weeks.",No. I think you misunderstood what,fear,surprise,surprise,negative,positive,positive
Ross,Elizabeth,"[0.722, 0.489, 0.6, 0.533, 0.356]",No. I think you misunderstood what,You are so adorable.,That! Let s talk about that.,surprise,joy,joy,positive,positive,positive
Ross,Rachel,"[0.722, 0.489, 0.6, 0.533, 0.356]",What?! It is?!,It s not kicking right now. Although we would love to see you do  that again.,"Hey, when-when was it kicking? What happened?",surprise,joy,joy,positive,positive,positive
Ross,Carol,"[0.722, 0.489, 0.6, 0.533, 0.356]","No-no-no. I don't have a son named Jordie. We all agreed, my son's name is Jamie.","Well, Jamie was the name of Susan's first girlfriend, so we went back to Jordie.","What? Whoa, whoa whoa whoa, what do you mean,",anger,neutral,surprise,negative,neutral,positive
