Speaker_1,Speaker_2,Personality,Utterance_1,Utterance_2,Utterance_3,Emotion_1,Emotion_2,Emotion_3,Sentiment_1,Sentiment_2,Sentiment_3
Chandler,Ross,"[0.648, 0.375, 0.386, 0.58, 0.477]",Ok.  Ok. Having a phone has finally paid off.,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""","I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",joy,neutral,neutral,positive,neutral,neutral
Chandler,Ross,"[0.648, 0.375, 0.386, 0.58, 0.477]","I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",Oh my god. You are pure evil.,"Ok, pure evil , horny and alone . I've done this",neutral,disgust,anger,neutral,negative,negative
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",Hey!,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I ll have my health insurance back in no time.,"That s great, but shouldn t you be on the toilet right now?",neutral,joy,disgust,neutral,positive,negative
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","That s great, but shouldn t you be on the toilet right now?",What?!,What s wrong with you?,disgust,surprise,disgust,negative,positive,negative
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",This sounds like a hernia. You have to you-you go to the doctor!,"No way!  Kay look, if I have to go to the doctor for anything it s gonna be for this thing sticking out of my stomach!",That s a hernia.,surprise,fear,disgust,positive,negative,negative
Chandler,Monica,"[0.648, 0.375, 0.386, 0.58, 0.477]","I do! Want a hint? huh? ""I do""  ""I do"".","Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.",David is going to propose to Phoebe.,joy,neutral,joy,positive,neutral,positive
Chandler,Phoebe,"[0.648, 0.375, 0.386, 0.58, 0.477]","Yeah, right here in my pocket.  Pheebs?",Oh! Oop!,"Okay, now will you guys get out of here? I want this is to be a surprise and she s gonna know.",neutral,surprise,neutral,neutral,positive,neutral
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",Thanks man.,I gotta go check something over here.,What a baby.,neutral,neutral,sadness,neutral,neutral,negative
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","No, no, you re right, it is a ridiculous name!",It s not that bad.,"Yes it is! From now on, I have no first name.",disgust,neutral,anger,negative,neutral,negative
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",Tickets please!  That s courtside baby!,"Seriously, good game though. Good game.   What are they so mad about? They get the apartment back!",No they didn t!,joy,surprise,joy,positive,positive,positive
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","Oh, seriously you want him?",Hello.,"Well, don't, don't think me immodest, but, me?",surprise,neutral,surprise,positive,neutral,positive
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",Hey.,"Hey-hey-hey! So, how did it go with Dana? Any reason I should leave a block of time open say Thursday?",I couldn t do it.,neutral,neutral,sadness,neutral,neutral,negative
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",I couldn t do it.,You couldn t do it?!,"Hey, relax I just need more time. We re going to dinner tonight.",sadness,surprise,neutral,negative,positive,neutral
Chandler,Ross,"[0.648, 0.375, 0.386, 0.58, 0.477]","Uh, Dana Keystone from college.",Oh yeah! Wasn t she uh,"No, that was Dana Caplin.",neutral,surprise,neutral,neutral,positive,neutral
Chandler,Jill,"[0.648, 0.375, 0.386, 0.58, 0.477]","Oh my God, it's that Victoria's Secret model. Something... something Goodacre.","Hi Mom, it's Jill.","She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre!",surprise,neutral,surprise,positive,neutral,positive
Chandler,Jill,"[0.648, 0.375, 0.386, 0.58, 0.477]","She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre!","Yeah, I'm fine. I'm just stuck at the bank, in an ATM vestibule.",Jill says vestibule... I'm going with vestibule.,surprise,neutral,neutral,positive,neutral,neutral
Chandler,Jill,"[0.648, 0.375, 0.386, 0.58, 0.477]",Jill says vestibule... I'm going with vestibule.,"I'm fine. No, I'm not alone... I don't know, some guy.","Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was",neutral,neutral,joy,neutral,neutral,positive
Chandler,Doug,"[0.648, 0.375, 0.386, 0.58, 0.477]","No. No, not at all, that s-that s ridiculous.","Everybody else got one, and you want one too. Don t you?","Ye-ye-yeah, yes I do!",sadness,joy,sadness,negative,positive,negative
Chandler,Bob,"[0.648, 0.375, 0.386, 0.58, 0.477]",Hey Bob.,Hey! How s my pal Toby doing today?,"If I see him, I ll ask.",neutral,joy,neutral,neutral,positive,neutral
Chandler,Bob,"[0.648, 0.375, 0.386, 0.58, 0.477]","If I see him, I ll ask.",Toby!,Yeah!,neutral,joy,joy,neutral,positive,positive
Chandler,Mr. Franklin,"[0.648, 0.375, 0.386, 0.58, 0.477]",Yeah!,Oh then you know each other.,We re on a semi-first name basis.,joy,neutral,neutral,positive,neutral,neutral
Chandler,Mr. Franklin,"[0.648, 0.375, 0.386, 0.58, 0.477]",We re on a semi-first name basis.,What do you think of adding him to our team?,"Bob? Ooh, working here with us? Everyday? Yeah, I don t know if he has what it takes.",neutral,neutral,surprise,neutral,neutral,positive
Chandler,Mr. Franklin,"[0.648, 0.375, 0.386, 0.58, 0.477]","Bob? Ooh, working here with us? Everyday? Yeah, I don t know if he has what it takes.",Really? They love him down on six.,But this is eleven. It s almost twice as hard up here.,surprise,surprise,neutral,positive,positive,neutral
Chandler,Ross,"[0.648, 0.375, 0.386, 0.58, 0.477]",A freakish thin date with a hanger for her head?,"No. Rachel hooked me up with a tux! But not just any tux, Batman s tux!",What?,neutral,joy,surprise,neutral,positive,positive
Chandler,Ross,"[0.648, 0.375, 0.386, 0.58, 0.477]",What?,That s right! Made expressly for Val Kilmer and worn by him in the hit film that Batman film he was in.,You can t wear that! I m wearing the famous tux! James Bond s tux!,surprise,joy,anger,positive,positive,negative
Chandler,Ross,"[0.648, 0.375, 0.386, 0.58, 0.477]",You can t wear that! I m wearing the famous tux! James Bond s tux!,So?,So If you wear that you ll make mine less special.,anger,neutral,sadness,negative,neutral,negative
Chandler,Monica,"[0.648, 0.375, 0.386, 0.58, 0.477]","Sorry, I just don t like the idea of when I say ""I do,"" he s thinking, ""Yeah, I d do her too!""",Well then we still have a problem.,Yeah!,anger,neutral,neutral,negative,neutral,neutral
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",Guys thank you very much but neither of you is marrying us.,Does calling it not mean anything anymore?!,"We are going to have a legitimate member of the clergy! And when I say legitimate I mean, gay and in control of his saliva!",neutral,anger,neutral,neutral,negative,neutral
Chandler,Janice,"[0.648, 0.375, 0.386, 0.58, 0.477]","Well, I'm gonna get another espresso. Can I get you another latte?","No, no, I'm still working on mine.",That's it?,neutral,neutral,surprise,neutral,neutral,positive
Chandler,Phoebe,"[0.648, 0.375, 0.386, 0.58, 0.477]",That's it?,"Yeah, it was really hard.","Oh, yeah, that hug looked pretty brutal.",surprise,sadness,neutral,positive,negative,neutral
Chandler,Tony,"[0.648, 0.375, 0.386, 0.58, 0.477]","You ll have to pardon my roommate, he wanted to marry this.","We don t have 50 bucks, but would you be willing to trade for it? We ve got a canoe.","Y'know, I, I really don t think we need a canoe.",neutral,neutral,neutral,neutral,neutral,neutral
Chandler,Tony,"[0.648, 0.375, 0.386, 0.58, 0.477]","Y'know, I, I really don t think we need a canoe.",You gotta take the canoe!,"All right, just, just take the entertainment center, and then when you get home, throw the canoe away!",neutral,anger,neutral,neutral,negative,neutral
Chandler,Ticket Counter Attendant,"[0.648, 0.375, 0.386, 0.58, 0.477]","Okay. Then I guess it s just, wait here then.   Hi. I need one fake ticket to Yemen.",One ticket to Yemen?,"Oh no-no-no, no. No, no, no, I just, I just need a pretend ticket.",neutral,surprise,neutral,neutral,positive,neutral
Chandler,Ticket Counter Attendant,"[0.648, 0.375, 0.386, 0.58, 0.477]","Oh no-no-no, no. No, no, no, I just, I just need a pretend ticket.","I m sorry sir, I don t understand.",What would you give to a kid if he wanted a ticket to play with?,neutral,surprise,neutral,neutral,positive,neutral
Chandler,Ticket Counter Attendant,"[0.648, 0.375, 0.386, 0.58, 0.477]",What would you give to a kid if he wanted a ticket to play with?,Are you travelling with a child?,No.,neutral,neutral,neutral,neutral,neutral,neutral
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","Here a chick, there a chick, everywhere a chick-chick--chickeeeen.",Hey.,Hey.,joy,neutral,neutral,positive,neutral,neutral
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",Hey.,How s she doing?,She?,neutral,neutral,surprise,neutral,neutral,positive
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",She?,"Well yeah, don t-don t you think it s a she?","I don t know.  I can t tell, what ever it was went back in too quickly.",surprise,neutral,neutral,positive,neutral,neutral
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","I don t know.  I can t tell, what ever it was went back in too quickly.","Well, anyway, I got to go change, I m ah, meeting some of the cast for drinks.",Excuse me?,neutral,neutral,surprise,neutral,neutral,positive
Chandler,Monica,"[0.648, 0.375, 0.386, 0.58, 0.477]","Oh! Right. Umm, maybe that s because I didn t send him an invitation.",Chandler! He s your father.  he should be at the wedding.,I don t even know the man. Okay? We re not that close. I haven t seen him in years.,neutral,anger,disgust,neutral,negative,negative
Chandler,Monica,"[0.648, 0.375, 0.386, 0.58, 0.477]",I don t even know the man. Okay? We re not that close. I haven t seen him in years.,Well what are you gonna do when he finds out he wasn t even asked?!,It s not like we run in the same circles.,disgust,sadness,neutral,negative,negative,neutral
Chandler,Phoebe,"[0.648, 0.375, 0.386, 0.58, 0.477]","I hang out with you guys, and he stars in a drag show in Vegas.","Ooh, I think I wanna trade circles.",Nobody is gonna be staring at the bride when the father of the groom is wearing a back-less dress.,disgust,neutral,disgust,negative,neutral,negative
Chandler,Monica,"[0.648, 0.375, 0.386, 0.58, 0.477]","All right, there s a nuclear holocaust, I m the last man on Earth. Would you go out with me?",Enhh,I ve got canned goods.,neutral,neutral,neutral,neutral,neutral,neutral
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",I ve got canned goods.,"Hey, you guys! Take a look at this!  Check this baby out, dug me a hole!","Excellent hole, Joe.",neutral,surprise,neutral,neutral,positive,neutral
Chandler,Monica,"[0.648, 0.375, 0.386, 0.58, 0.477]",Hey!,Hey!,Y know I m-I m really glad we decided not to sleep together before the wedding.,joy,joy,joy,positive,positive,positive
Chandler,Monica,"[0.648, 0.375, 0.386, 0.58, 0.477]",Y know I m-I m really glad we decided not to sleep together before the wedding.,"Oh boy, me too!",Y know I was thinking if we had a a big fight and uh we broke up for a few hours,joy,joy,neutral,positive,positive,neutral
Chandler,Monica,"[0.648, 0.375, 0.386, 0.58, 0.477]",Y know I was thinking if we had a a big fight and uh we broke up for a few hours,Yeah?,"Technically we could have sex again. What do you think, bossy and domineering?!",neutral,fear,neutral,neutral,negative,neutral
Chandler,Monica,"[0.648, 0.375, 0.386, 0.58, 0.477]","Technically we could have sex again. What do you think, bossy and domineering?!","The wedding is off, sloppy and immature!",That s me! Come on!,neutral,anger,joy,neutral,negative,positive
Chandler,Monica,"[0.648, 0.375, 0.386, 0.58, 0.477]",That s me! Come on!,"Okay.  But wait, we can t. My Cousin Cassie is in the guest room, we re supposed to have lunch.","Well, get rid of her, obsessive and shrill.",joy,neutral,neutral,positive,neutral,neutral
Chandler,Phoebe,"[0.648, 0.375, 0.386, 0.58, 0.477]","Ahh, come on! Y know what y know what, I think I m just gonna go home and call Kathy.","Well, if you think it will help.",No!,neutral,neutral,anger,neutral,neutral,negative
Chandler,Phoebe,"[0.648, 0.375, 0.386, 0.58, 0.477]","And then after that, I m gonna get so drunk, I m gonna wanna call Janice",You should! How is she?,Ohhh!!,fear,surprise,anger,negative,positive,negative
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",Joe?,Yeah!,"Uh, you ve had a lot of sex right?",fear,joy,neutral,negative,positive,neutral
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","Uh, you ve had a lot of sex right?","When? Today? Some, not a lot.","Well, it s just the reason that I m asking is because I kind of eh, uh, I was unable to I mean I really wanted to, but I couldn t .",neutral,surprise,fear,neutral,positive,negative
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","There huh hmm, there-there was an incident.","Don t worry about that man, that happens.",It s happened to you?,fear,neutral,surprise,negative,neutral,positive
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",It s happened to you?,Yeah! Once.,"Well, what d you do?",surprise,neutral,surprise,positive,neutral,positive
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","Take whatever you want, just please don t hurt me.",So you re playing a little,"Yes, on a scale from 1 to 10, 10 being the dumbest a person can look, you are definitely 19.",fear,neutral,disgust,negative,neutral,negative
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","Yes, on a scale from 1 to 10, 10 being the dumbest a person can look, you are definitely 19.","Come on man, really how old?!","Young! You re a man-child okay?! Now go get changed because everybody s ready and please, oh please, keep my underwear!",disgust,surprise,disgust,negative,positive,negative
Chandler,Ross,"[0.648, 0.375, 0.386, 0.58, 0.477]",I invented the game of Cups as a way to give Joey money.,And now you want that money back.,Exactly.,neutral,surprise,neutral,neutral,positive,neutral
Chandler,Ross,"[0.648, 0.375, 0.386, 0.58, 0.477]",Exactly.,"Chandler, what kind of an idiot do you take me for?",It s not a real game! I made it up!,neutral,joy,anger,neutral,positive,negative
Chandler,Phoebe,"[0.648, 0.375, 0.386, 0.58, 0.477]","You don t want to be guys, you d be all hairy and wouldn t live as long.","Y know you, you just stop being such a wuss and get those off and you come with us and watch naked girls dance around!!",Okay.,disgust,anger,neutral,negative,negative,neutral
Chandler,Ross,"[0.648, 0.375, 0.386, 0.58, 0.477]",I respectfully disagree.,I can't believe you put that on my alumni page!,Who cares? Nobody reads those things,neutral,anger,neutral,neutral,negative,neutral
Chandler,Ross,"[0.648, 0.375, 0.386, 0.58, 0.477]",Who cares? Nobody reads those things,You'd better hope not because I just read what you put on your    page today.,I don't have a page.,neutral,anger,neutral,neutral,negative,neutral
Chandler,Ross,"[0.648, 0.375, 0.386, 0.58, 0.477]","Okay, what is in here? Rocks?","No-no, this is my collection of fossil samples.","So, rocks.",surprise,neutral,disgust,positive,neutral,negative
Chandler,Mr. Franklin,"[0.648, 0.375, 0.386, 0.58, 0.477]","Y know what you should do, just toss  em in the shedder and claim you never got  em.",That s a good one.,What does a guy have to,neutral,neutral,neutral,neutral,neutral,neutral
Chandler,Monica,"[0.648, 0.375, 0.386, 0.58, 0.477]","Oh, Danielle! I wasn't expecting the machine... Give me a call when you get a chance.  Bye-bye.  Oh God!",That's,"Hey, I've been honing!",surprise,neutral,anger,positive,neutral,negative
Chandler,Ross,"[0.648, 0.375, 0.386, 0.58, 0.477]","Hey, I've been honing!",What was with the dishes?,"Oh, uh..",anger,neutral,fear,negative,neutral,negative
Chandler,Ross,"[0.648, 0.375, 0.386, 0.58, 0.477]","Oh. Well, hold on camper, are you sure you've thought this thing through?",It's laundry. The thinking through is minimal.,"It's just you and Rachel, just the two of you? This is a date. You're going on a date.",neutral,neutral,joy,neutral,neutral,positive
Chandler,Ross,"[0.648, 0.375, 0.386, 0.58, 0.477]","It's just you and Rachel, just the two of you? This is a date. You're going on a date.",Nuh-uh.,Yuh-huh.,joy,fear,joy,positive,negative,positive
Chandler,Ross,"[0.648, 0.375, 0.386, 0.58, 0.477]",Yuh-huh.,"So what're you saying here? I should shave again, pick up some wine, what?","Well, you may wanna rethink the dirty underwear.",joy,surprise,disgust,positive,positive,negative
Chandler,Ross,"[0.648, 0.375, 0.386, 0.58, 0.477]",This is basically the first time she's gonna see your underwear you want it to be dirty?,No.,"Oh, and uh, the fabric softener?",surprise,neutral,neutral,positive,neutral,neutral
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","Ok, so it's just because it was my table, I have to buy a new one?",That's the rule.,"What rule? There's no rule, if anything, you owe me a table!",anger,neutral,anger,negative,neutral,negative
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","What rule? There's no rule, if anything, you owe me a table!",How'd you get to that?,"Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio",anger,anger,anger,negative,negative,negative
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio",You knew about that?,"Well, let's just say the impressions you made in the butter left little to the imagination.",anger,surprise,disgust,negative,positive,negative
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","Well, let's just say the impressions you made in the butter left little to the imagination.","Ok, ok, How about if we split it?","What do you mean, like, buy it together?",disgust,neutral,neutral,negative,neutral,neutral
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","What do you mean, like, buy it together?",Yeah,You think we're ready for something like that?,neutral,neutral,neutral,neutral,neutral,neutral
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",You think we're ready for something like that?,Why not?,"Well, it's a pretty big commitment, I mean, what if one of us wants to move out?",neutral,neutral,neutral,neutral,neutral,neutral
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","Well, it's a pretty big commitment, I mean, what if one of us wants to move out?","Why, are you moving out?",I'm not moving out.,neutral,surprise,neutral,neutral,positive,neutral
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",I'm not moving out.,You'd tell me if you were moving out right,"Yeah, yeah, it's just that with my last roommate Kip...",neutral,fear,neutral,neutral,negative,neutral
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","Yeah, yeah, it's just that with my last roommate Kip...","Aw, I know all about Kip!","It's just that we bought a hibachi together, and then he ran off and got married, and things got pretty ugly.",neutral,anger,anger,neutral,negative,negative
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","It's just that we bought a hibachi together, and then he ran off and got married, and things got pretty ugly.","Well, let me ask you something, was Kip a better roommate than me?","Aw, don't do that",anger,sadness,sadness,negative,negative,negative
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","Well, I just thought it d make me feel good to do something nice for my friend.","Well, you re amazing.",Oh no-no-no.,neutral,joy,neutral,neutral,positive,neutral
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",Oh no-no-no.,"A TV as if it appears from nowhere! That s the dream! Man, how did you afford this stuff?","Well, y know I m 29. I mean who needs a savings account.",neutral,surprise,neutral,neutral,positive,neutral
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]","Well, y know I m 29. I mean who needs a savings account.","Oh, you are the best friends anyone has ever had.","Oh, I don t know.",neutral,joy,fear,neutral,positive,negative
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",You mean with Casey.,"No-no-no, I think I m gonna see how things go with Kathy. She s pretty cool.",Or Casey.,neutral,neutral,neutral,neutral,neutral,neutral
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",Or Casey.,"No-no, Kathy.",Could be Casey.,neutral,neutral,neutral,neutral,neutral,neutral
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",Could be Casey.,"No. No, Kathy.",Consider Casey.,neutral,neutral,neutral,neutral,neutral,neutral
Chandler,Monica,"[0.648, 0.375, 0.386, 0.58, 0.477]","Hey, anybody got a length of rope about six feet long with a little nouse at the end?","Honey, what s the matter?",I just saw Janice.,neutral,neutral,neutral,neutral,neutral,neutral
Chandler,Phoebe,"[0.648, 0.375, 0.386, 0.58, 0.477]",I like her.,Why? Because she can sing and play guitar and do both at the same time?,"Well, that s pretty much all I m looking for from these people.",neutral,neutral,neutral,neutral,neutral,neutral
Chandler,Ross,"[0.648, 0.375, 0.386, 0.58, 0.477]","All right, I'm nine years old.","Oh, I hate this story.",We just finished this magnificent Thanksgiving dinner.,neutral,sadness,neutral,neutral,negative,neutral
Chandler,Rachel,"[0.648, 0.375, 0.386, 0.58, 0.477]","I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.",Oh my god.,Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.,sadness,surprise,sadness,negative,positive,negative
Chandler,Janice,"[0.648, 0.375, 0.386, 0.58, 0.477]",Janice I didn t even know you were pregnant! Who s the unwitting human who s essence you ve stolen?,It s you. This is yours.,What?!,surprise,neutral,surprise,positive,neutral,positive
Chandler,Janice,"[0.648, 0.375, 0.386, 0.58, 0.477]",What?!,Look how nervous he gets! We haven t slept together in years!,That s funny. Does it-does it hurt? Does the labor hurt?,surprise,joy,fear,positive,positive,negative
Chandler,Rachel,"[0.648, 0.375, 0.386, 0.58, 0.477]","Come on, Ross? Remember back in college, when he fell in love with Carol and bought her that ridiculously expensive crystal duck?",What did you just say?,F-hah.... flennin....,neutral,surprise,fear,neutral,positive,negative
Chandler,Phoebe,"[0.648, 0.375, 0.386, 0.58, 0.477]",Hey!,How do you feel?,"Well, let s just say that Krog will be fully equipped to destroy the universe again in twelve to fourteen hours.",joy,neutral,neutral,positive,neutral,neutral
Chandler,Phoebe,"[0.648, 0.375, 0.386, 0.58, 0.477]","Well, let s just say that Krog will be fully equipped to destroy the universe again in twelve to fourteen hours.","Okay, so I",And protected them from a tornado?,neutral,neutral,neutral,neutral,neutral,neutral
Chandler,Joey,"[0.648, 0.375, 0.386, 0.58, 0.477]",When did that happen to you?!,Don't you remember when we were jogging in the park and we saw that really pretty bird and wanted to take a picture I didn't have my camera!,"Oh yeah. First off all, chasing the Churo guy isn't jogging.",surprise,neutral,disgust,positive,neutral,negative
Chandler,Mr. Geller,"[0.648, 0.375, 0.386, 0.58, 0.477]","Oh yeah, I should probably call them.",I remember when we first got engaged.,"Oh, I don t think I ever heard that story.",neutral,joy,neutral,neutral,positive,neutral
Chandler,Monica,"[0.648, 0.375, 0.386, 0.58, 0.477]",No.,That s because he wasn t invited because of the way he behaved at our engagement party.,"Oh yeah. Boy, urine cuts",neutral,disgust,disgust,neutral,negative,negative
Chandler,Monica,"[0.648, 0.375, 0.386, 0.58, 0.477]","How many times have I told you guys, you",Hi Chandler.,Hey!,neutral,neutral,neutral,neutral,neutral,neutral
Chandler,Monica,"[0.648, 0.375, 0.386, 0.58, 0.477]",Hey!,"Uh, listen, I need that broiling pan that Joey borrowed the other day.","Oh that was yours? Uh, yeah, we used it when the duck was throwing up caterpillars.",neutral,neutral,sadness,neutral,neutral,negative
Chandler,Monica,"[0.648, 0.375, 0.386, 0.58, 0.477]","Oh that was yours? Uh, yeah, we used it when the duck was throwing up caterpillars.",William Sonoma,Expect it in 4-6 weeks.,sadness,neutral,neutral,negative,neutral,neutral
Chandler,Monica,"[0.648, 0.375, 0.386, 0.58, 0.477]","Umm, hey, umm, Joey's gonna be at the telethon for the rest of the day, we have the whole place to ourselves.","Yeah, so?","Well I just, thought maybe you'd wanna book some time with the best you'd ever had.",neutral,neutral,neutral,neutral,neutral,neutral
