Speaker_1,Speaker_2,Personality,Utterance_1,Utterance_2,Utterance_3,Emotion_1,Emotion_2,Emotion_3,Sentiment_1,Sentiment_2,Sentiment_3
Phoebe,Chandler,"[0.6, 0.48, 0.31, 0.46, 0.56]","Yeah, it was really hard.","Oh, yeah, that hug looked pretty brutal.","Ok, you weren't there.",sadness,neutral,anger,negative,neutral,negative
Phoebe,Chandler,"[0.6, 0.48, 0.31, 0.46, 0.56]","Yeah, but Jason's really sensitive.","Well sensitive is important, pick him.",Yeah.,neutral,neutral,neutral,neutral,neutral,neutral
Phoebe,Joey,"[0.6, 0.48, 0.31, 0.46, 0.56]",Yeah.,"Oh sure, go with the sissy.",Jason is not a sissy!,neutral,disgust,anger,neutral,negative,negative
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]",About what?,My surprise party!,What surprise party?,neutral,joy,surprise,neutral,positive,positive
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]",What surprise party?,Oh stop it. Joey already told me.,"Well, he didn't tell me.",surprise,joy,neutral,positive,positive,neutral
Phoebe,Joey,"[0.6, 0.48, 0.31, 0.46, 0.56]","Well, he didn't tell me.","Hey, don't look at me. This is Ross's thing.",This is so typical. I'm always the last one to know everything.,neutral,neutral,anger,neutral,neutral,negative
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]",This is so typical. I'm always the last one to know everything.,"No, you are not. We tell you stuff.",Yuh-huh!,anger,neutral,anger,negative,neutral,negative
Phoebe,Rachel,"[0.6, 0.48, 0.31, 0.46, 0.56]","No, yeah! The groom cannot see the bride!",I m not gonna marry Chandler!,Not after this!,anger,anger,anger,negative,negative,negative
Phoebe,Rachel,"[0.6, 0.48, 0.31, 0.46, 0.56]",Okay.,"So Pheebs, what is the book about?",I thought you said you read it in high school.,neutral,neutral,neutral,neutral,neutral,neutral
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]",What a neat idea. All your clothes match. I'm gonna do this.,Hi.,"Hey, how'd it go?",joy,neutral,neutral,positive,neutral,neutral
Phoebe,Rachel,"[0.6, 0.48, 0.31, 0.46, 0.56]",You know what? You are right. I,Good for you Pheebs!,Ok.,neutral,joy,neutral,neutral,positive,neutral
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]","Ha-ha, it s not my baby, ha-ha-ha!","Very good,  so good.","I really, really enjoyed it. Very exotic.",anger,joy,joy,negative,positive,positive
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]",Come on! Look where you are!!,"When you get a sec, another round of daiquiris.","Remember, a virgin for me please.",joy,neutral,neutral,positive,neutral,neutral
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]",You do?,"You don t?  Well, that s the difference between a professional and a layman.",That and arrogance.,surprise,surprise,anger,positive,positive,negative
Phoebe,Ross,"[0.6, 0.48, 0.31, 0.46, 0.56]","Okay, well Ross, what is this really about?","Look, this is my home and I want to be able to come and go whenever I want!","Okay, I will find someplace else to do the rest of my appointments. I just don t know what the big deal is!",surprise,anger,anger,positive,negative,negative
Phoebe,Chandler,"[0.6, 0.48, 0.31, 0.46, 0.56]","Y know you, you just stop being such a wuss and get those off and you come with us and watch naked girls dance around!!",Okay.,I m sorry.,anger,neutral,sadness,negative,neutral,negative
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]",Are you under the sheet?,Yes.,"Great, let s begin.  How s the pressure?",neutral,neutral,joy,neutral,neutral,positive
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]","Great, let s begin.  How s the pressure?",Nice! Wow Phoebe you are good!,"Stating the obvious, but thank you. And it s not weird is it.",joy,joy,joy,positive,positive,positive
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]","Stating the obvious, but thank you. And it s not weird is it.",No. Ooohh,"That s right, you just enjoy.",joy,joy,neutral,positive,positive,neutral
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]","That s right, you just enjoy.",Oh. Oh yeah! Ohhhhh! Ohh! Oh yeah!,Okay.,neutral,joy,neutral,neutral,positive,neutral
Phoebe,A Female Student,"[0.6, 0.48, 0.31, 0.46, 0.56]","I really thought you making a good point. I mean y'know, until you got cut off.","Yeah, what's up with that girl Monica?",I don't know! I didn't come with her!,neutral,neutral,anger,neutral,neutral,negative
Phoebe,Cliff,"[0.6, 0.48, 0.31, 0.46, 0.56]","Okay I ve got one for you, if you had too which one would you rather eat, a seeing eye dog or a talking gorilla?","I d have to say the talking gorilla, because at least I can explain to him that you re making me eat him.",Somebody went to college. Wow.  What is it? I m sorry.,neutral,neutral,surprise,neutral,neutral,positive
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]","It s just y'know, been a couple of hours, and she hasn t called. Not that I even care, y'know.",Phoebe why don t you just call her? You obviously want to.,You think you know me so well.,sadness,neutral,anger,negative,neutral,negative
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]",You think you know me so well.,"Well, don t  cha wanna?",Yeah.,anger,neutral,neutral,negative,neutral,neutral
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]",Yeah.,"Okay, well I do know you.",That s what I said.,neutral,neutral,neutral,neutral,neutral,neutral
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]",That s what I said.,Well so?,I can t.,neutral,neutral,sadness,neutral,neutral,negative
Phoebe,Eric,"[0.6, 0.48, 0.31, 0.46, 0.56]","Ooh, oh no! I have to go! I have a massage appointment.","Oh no, stay here we ll keep doing this. I ll pay you.","No, I got in trouble for that before. I ll see you later.",sadness,neutral,neutral,negative,neutral,neutral
Phoebe,Ross,"[0.6, 0.48, 0.31, 0.46, 0.56]",So what are they doing?,"I don t know, something girlie.","Hey, you re early.",neutral,joy,neutral,neutral,positive,neutral
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]","Hey, you re early.",What are you doing with the lamp?,I m just taking it to be re-wired.,neutral,surprise,neutral,neutral,positive,neutral
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]",I m just taking it to be re-wired.,"Oh, well don t take it to the same place you took the stereo,  cause they ve had that thing for over a week.","No, no, Mr. Heckles no one is making any noise up here.",neutral,disgust,neutral,neutral,negative,neutral
Phoebe,Mr. Heckles,"[0.6, 0.48, 0.31, 0.46, 0.56]","No, no, Mr. Heckles no one is making any noise up here.",You re disturbing my oboe practice.,You don t play the oboe!,neutral,anger,anger,neutral,negative,negative
Phoebe,Rachel,"[0.6, 0.48, 0.31, 0.46, 0.56]",Go!,"What? Hey wait a minute! Phoebe, how do you even know who the father is?","I may play the fool at times, but I m a little more than a pretty blond girl with an ass that won t quit.",anger,surprise,anger,negative,positive,negative
Phoebe,Rachel,"[0.6, 0.48, 0.31, 0.46, 0.56]",I believe this belongs to the father of your baby.,"Oh God  Oh, he s in there right now?",Uh-huh. Now you can turn around or you can go in there and rip the Band-Aid off. What to you want to do?,neutral,surprise,neutral,neutral,positive,neutral
Phoebe,Rachel,"[0.6, 0.48, 0.31, 0.46, 0.56]",Uh-huh. Now you can turn around or you can go in there and rip the Band-Aid off. What to you want to do?,"Uh, let s rip!",Really? Are you sure?,neutral,fear,surprise,neutral,negative,positive
Phoebe,Rachel,"[0.6, 0.48, 0.31, 0.46, 0.56]",Really? Are you sure?,Oh Phoebe!,"Okay, sorry. Yeah.",surprise,joy,neutral,positive,positive,neutral
Phoebe,Chandler,"[0.6, 0.48, 0.31, 0.46, 0.56]","Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.",I like her.,Why? Because she can sing and play guitar and do both at the same time?,anger,neutral,neutral,negative,neutral,neutral
Phoebe,Joey,"[0.6, 0.48, 0.31, 0.46, 0.56]","Okay, you have 19 questions left. Use them wisely.  Come on Joey! You can t win if you don t ask any",What?!,"Well, you promised me a fun road trip!",joy,surprise,joy,positive,positive,positive
Phoebe,Joey,"[0.6, 0.48, 0.31, 0.46, 0.56]",We are switching at the next rest stop and,All right. All right.,Yeah! And until then you are going to sing to me because the radio s broken and you are selfish but have a nice voice.,anger,neutral,anger,negative,neutral,negative
Phoebe,Joey,"[0.6, 0.48, 0.31, 0.46, 0.56]",Yeah! And until then you are going to sing to me because the radio s broken and you are selfish but have a nice voice.,Really? I don t,Sing!!,anger,surprise,anger,negative,positive,negative
Phoebe,Tag,"[0.6, 0.48, 0.31, 0.46, 0.56]","Rachel has something that she wants to tell you and umm, I believe that this is your red sweater.",No.  This is my red sweater.,Oh no. Could I get anyone a coffee or poison? No? Just for me? Okay.,neutral,neutral,fear,neutral,neutral,negative
Phoebe,Duncan,"[0.6, 0.48, 0.31, 0.46, 0.56]",Hi.,Phoebe!,Ta-da.,neutral,surprise,joy,neutral,positive,positive
Phoebe,Duncan,"[0.6, 0.48, 0.31, 0.46, 0.56]",Ta-da.,Hey.,Hi.,joy,neutral,neutral,positive,neutral,neutral
Phoebe,Duncan,"[0.6, 0.48, 0.31, 0.46, 0.56]",Hi.,"Ahh, look at you, you look great.","Do I? Thank you, so do you.",neutral,joy,neutral,neutral,positive,neutral
Phoebe,Duncan,"[0.6, 0.48, 0.31, 0.46, 0.56]","Do I? Thank you, so do you.",Thanks.,Sparkly.,neutral,neutral,neutral,neutral,neutral,neutral
Phoebe,Duncan,"[0.6, 0.48, 0.31, 0.46, 0.56]","I, I remember when you were just, like, King Friday in Mr. Roger's Ice is Nice.",You always said I'd make it.,"Yeah, well, ya know, I'm kind of spooky that way. Wooo.",neutral,joy,neutral,neutral,positive,neutral
Phoebe,Duncan,"[0.6, 0.48, 0.31, 0.46, 0.56]","Yeah, well, ya know, I'm kind of spooky that way. Wooo.",I missed you.  I'm gonna get changed.,OK.,neutral,neutral,neutral,neutral,neutral,neutral
Phoebe,Duncan,"[0.6, 0.48, 0.31, 0.46, 0.56]",OK.,"Um, now. Phoebs.","Oh, right, OK. Ole.",neutral,neutral,neutral,neutral,neutral,neutral
Phoebe,Duncan,"[0.6, 0.48, 0.31, 0.46, 0.56]","Oh, right, OK. Ole.",What?,"Um, the matador.  Ole, ha ha ha.",neutral,neutral,joy,neutral,neutral,positive
Phoebe,Gary,"[0.6, 0.48, 0.31, 0.46, 0.56]","I like waking up with you too.  Oh! It's such a beautiful morning.  Oh, I can stay here all day.",That would be great!,We could have breakfast in bed,joy,joy,joy,positive,positive,positive
Phoebe,Gary,"[0.6, 0.48, 0.31, 0.46, 0.56]",We could have breakfast in bed,"Wait, just a second.",Okay.  Oh! Oh no.,joy,neutral,surprise,positive,neutral,positive
Phoebe,Leslie,"[0.6, 0.48, 0.31, 0.46, 0.56]","Smelly cat, smelly cat, what are they feeding you? Smelly cat, smelly cat, it s not your fault.","Wow, that s great.","Oh, yeah!",neutral,joy,joy,neutral,positive,positive
Phoebe,Leslie,"[0.6, 0.48, 0.31, 0.46, 0.56]","Oh, yeah!","Y'know you could totally sell this. It d be perfect for like umm, a kitty litter campaign.","I..., a jingle? No, no-no-no, no.",joy,neutral,neutral,positive,neutral,neutral
Phoebe,Leslie,"[0.6, 0.48, 0.31, 0.46, 0.56]","I..., a jingle? No, no-no-no, no.",What? Why not? You could make a ton of money.,"Okay, well if I was in this for the money, I d be a millionaire by now, y'know.",neutral,surprise,neutral,neutral,positive,neutral
Phoebe,Rachel,"[0.6, 0.48, 0.31, 0.46, 0.56]",Good!,Pick one.,Left!  Thank you.,neutral,neutral,joy,neutral,neutral,positive
Phoebe,Rachel,"[0.6, 0.48, 0.31, 0.46, 0.56]",Left!  Thank you.,You re welcome.,Ross!,joy,neutral,surprise,positive,neutral,positive
Phoebe,Rachel,"[0.6, 0.48, 0.31, 0.46, 0.56]",Ross!,Joey!  We should just switch.,Yeah absolutely!,surprise,neutral,joy,positive,neutral,positive
Phoebe,Chandler,"[0.6, 0.48, 0.31, 0.46, 0.56]",How do you feel?,"Well, let s just say that Krog will be fully equipped to destroy the universe again in twelve to fourteen hours.","Okay, so I",neutral,neutral,neutral,neutral,neutral,neutral
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]","I know, the babies are asleep.","Phoebe, what, what happened here?!",I did it! I took care of the babies all by myself!,neutral,surprise,joy,neutral,positive,positive
Phoebe,Mischa,"[0.6, 0.48, 0.31, 0.46, 0.56]",Interesting.,So I was wondering....,"Okay, ah, before you get all talky again, umm, could you also please tell Sergei that I really like his suit.",neutral,neutral,joy,neutral,neutral,positive
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]","Monica, can I talk to you behind my menu, please.  What are you doing?","Well, I was having a conversation.","Yeah but, Mischa is so interested in you, that Sergei and I haven t been able to say two words to each other.",neutral,neutral,anger,neutral,neutral,negative
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]","Yeah but, Mischa is so interested in you, that Sergei and I haven t been able to say two words to each other.",What do you want me to do? Just sit here silently while you three have a conversation?,That would be great. Thank you.,anger,anger,neutral,negative,negative,neutral
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]","After applying the Waxine and linen strips to leg number one,",Did that!,Grasp one of the linen strips by its  easy grab tab  and pull it off in one quick pain free motion.,neutral,joy,neutral,neutral,positive,neutral
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]",Grasp one of the linen strips by its  easy grab tab  and pull it off in one quick pain free motion.,Okay.  Ow!!!!! Ow-oh-oh!,Was it not pain-free?,neutral,surprise,surprise,neutral,positive,positive
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]",Was it not pain-free?,"No. It was painful. Oh my God , they should call it Pain-zine, now with a little wax.","Huh, well, the girls in the satin nighties on the commercial don t seem to think it s that bad.",surprise,disgust,neutral,positive,negative,neutral
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]",Oh my God! That s David!,David who?,"David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!",surprise,neutral,sadness,positive,neutral,negative
Phoebe,David,"[0.6, 0.48, 0.31, 0.46, 0.56]","David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!",Oh my God!,"Oh, you say someone s name enough, they turn around.",sadness,surprise,neutral,negative,positive,neutral
Phoebe,David,"[0.6, 0.48, 0.31, 0.46, 0.56]","Oh, you say someone s name enough, they turn around.",Phoebe?,David!  What-what are you doing here? Aren t you supposed to be in Russia?,neutral,surprise,surprise,neutral,positive,positive
Phoebe,David,"[0.6, 0.48, 0.31, 0.46, 0.56]",David!  What-what are you doing here? Aren t you supposed to be in Russia?,"Yeah, I m just, I m just in town for a conference. Umm,",Well  Yeah. You look great too. Did you get a haircut?,surprise,neutral,joy,positive,neutral,positive
Phoebe,David,"[0.6, 0.48, 0.31, 0.46, 0.56]",Well  Yeah. You look great too. Did you get a haircut?,Yeah. Well I-I got like thirty of them.,Yeah.,joy,neutral,neutral,positive,neutral,neutral
Phoebe,Rachel,"[0.6, 0.48, 0.31, 0.46, 0.56]",So now I have to go so he'll think that I'm totally ok with seeing him!,"Which you're not, because you've totally hung up on him!",Exactly!,joy,anger,neutral,positive,negative,neutral
Phoebe,Rachel,"[0.6, 0.48, 0.31, 0.46, 0.56]",Exactly!,And you're gonna want him to eat his heart out so you're gonna have to look fabulous!,"I didn't even think about that!  Aaargh,",neutral,neutral,anger,neutral,neutral,negative
Phoebe,Rachel,"[0.6, 0.48, 0.31, 0.46, 0.56]","I didn't even think about that!  Aaargh,","Hey Pheebs, I'm-I'm taking Charlie shopping, why don't you come and I'll help you find something.","Ok, that'll be great!",anger,neutral,joy,negative,neutral,positive
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]","We couldn t keep our eyes off each other all night and then every once and a while y know, he d kinda lean over and stroke my hair and touch my neck.","Okay, stop it Phoebe, you re getting me all tingly.","All I could think of was y know, ""Is he gonna kiss me? Is he gonna kiss me?""",joy,joy,joy,positive,positive,positive
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]","All I could think of was y know, ""Is he gonna kiss me? Is he gonna kiss me?""",And did he?,"I m a lady Monica, I don t kiss and tell. But this hickey speaks for itself.",joy,neutral,joy,positive,neutral,positive
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]","I m a lady Monica, I don t kiss and tell. But this hickey speaks for itself.","Okay-okay, I got it. I got it.",I just like him so much that I just feel like I ve had 10 drinks today and I ve only had six.,joy,neutral,joy,positive,neutral,positive
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]","I just knocked off all of your top scores, how sad.","Okay, I m next.  Don t! Don t start another game! I said I m next! Phoebe!","Oh, I m sorry. I didn t hear you over all the winning.",joy,anger,joy,positive,negative,positive
Phoebe,Chandler,"[0.6, 0.48, 0.31, 0.46, 0.56]","Wow! It's huge! It's so much bigger than the cubicle. Oh, this is a cube.",Look at this!,Oh! You have a window!,surprise,joy,surprise,positive,positive,positive
Phoebe,Chandler,"[0.6, 0.48, 0.31, 0.46, 0.56]",Oh! You have a window!,Yes indeedy!  With a beautiful view of...,Oh look! That guy's peeing!,surprise,joy,surprise,positive,positive,positive
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]",You can't have it.,Give it to me!,No,anger,anger,anger,negative,negative,negative
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]",No,I'll go in there.,Oh yeah.,anger,anger,anger,negative,negative,negative
Phoebe,Joey,"[0.6, 0.48, 0.31, 0.46, 0.56]",She cancelled! My namesake cancelled on me!,What?!,"Yeah, she clamed she had to go out of town suddenly.",anger,surprise,sadness,negative,positive,negative
Phoebe,Rachel,"[0.6, 0.48, 0.31, 0.46, 0.56]","She knows, and she won t tell me.","Aww Pheebs, that sucks!","Yeah, well, don t  Aww Pheebs, that sucks!  me yet.",sadness,sadness,sadness,negative,negative,negative
Phoebe,Chandler,"[0.6, 0.48, 0.31, 0.46, 0.56]","Yeah, well, don t  Aww Pheebs, that sucks!  me yet.",Where ya going?,"Well, she s out of town so, there s gotta be something in her house that tells me where my Father is.",sadness,neutral,neutral,negative,neutral,neutral
Phoebe,Ross,"[0.6, 0.48, 0.31, 0.46, 0.56]","Well, she s out of town so, there s gotta be something in her house that tells me where my Father is.","Uh, Pheebs, some people call that breaking and entering.","Well, are any of those people here?!",neutral,fear,anger,neutral,negative,negative
Phoebe,Phoebe Sr.,"[0.6, 0.48, 0.31, 0.46, 0.56]","Oh my God, so do I!","I knew it, wow!!","Wait-wait-wait, wait! Puppies. Cute or ugly?",surprise,surprise,neutral,positive,positive,neutral
Phoebe,Phoebe Sr.,"[0.6, 0.48, 0.31, 0.46, 0.56]","Wait-wait-wait, wait! Puppies. Cute or ugly?","Ohh, so cute.","Uh-huh, well! But umm, still I m-I m mad at you.",neutral,joy,anger,neutral,positive,negative
Phoebe,Phoebe Sr.,"[0.6, 0.48, 0.31, 0.46, 0.56]","Uh-huh, well! But umm, still I m-I m mad at you.",I know. I m mad at me too.,"Well umm, do you wanna get something to eat? I m kinda hungry.",anger,anger,neutral,negative,negative,neutral
Phoebe,Phoebe Sr.,"[0.6, 0.48, 0.31, 0.46, 0.56]","Well umm, do you wanna get something to eat? I m kinda hungry.",Hey! Me too!,"All right, stop it. Now you re just doing it to freak me out.",neutral,surprise,sadness,neutral,positive,negative
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]",Oh my God! That guy at the counter is totally checking you out!,"Really?  My God, he s really cute.",Go for it.,surprise,surprise,neutral,positive,positive,neutral
Phoebe,Monica,"[0.6, 0.48, 0.31, 0.46, 0.56]",Go for it.,"Phoebe, I m engaged!","I m just saying, get his number just in case.",neutral,surprise,neutral,neutral,positive,neutral
Phoebe,Joey,"[0.6, 0.48, 0.31, 0.46, 0.56]","How could you pick up a hitchhiker?! He could be a rape , a rapist or a killer or something!",Don t you think I asked him that before he got in?!,"Y know what? I m not talking to you! You go back to sleep!  And you, are you a rapist?!",fear,surprise,anger,negative,positive,negative
Phoebe,Hitchhiker,"[0.6, 0.48, 0.31, 0.46, 0.56]","Y know what? I m not talking to you! You go back to sleep!  And you, are you a rapist?!",No!,Do you like car games?,anger,anger,neutral,negative,negative,neutral
Phoebe,Hitchhiker,"[0.6, 0.48, 0.31, 0.46, 0.56]",Do you like car games?,"Yeah, y know the license plate game?",I,neutral,neutral,neutral,neutral,neutral,neutral
Phoebe,Joey,"[0.6, 0.48, 0.31, 0.46, 0.56]",I,"Ooh, I ll play! I ll play!",No-No! You need your sleep. Night-night! Shh!,neutral,joy,anger,neutral,positive,negative
Phoebe,Chandler,"[0.6, 0.48, 0.31, 0.46, 0.56]","Now, have you told anyone else?","No, I don t want to tell anybody else because I don t want Monica to find out.",You told me.,neutral,neutral,surprise,neutral,neutral,positive
Phoebe,Chandler,"[0.6, 0.48, 0.31, 0.46, 0.56]",You told me.,"Well, it s because I trust you, you re one of my best friends, and you walked in on me when I was looking at ring brochures.","Yeah well, once again not knocking pays off. I only wish you hadn t been on the toilet.",surprise,anger,surprise,positive,negative,positive
Phoebe,Joey,"[0.6, 0.48, 0.31, 0.46, 0.56]",Hey!,"Listen, you know how uh, when you re wearing pants and you lean forward I check out your underwear?",Yeah!,joy,neutral,neutral,positive,neutral,neutral
Phoebe,Joey,"[0.6, 0.48, 0.31, 0.46, 0.56]",Yeah!,"Well, when Jake did it I saw that he was wearing women s underwear!",I know. They were mine.,neutral,surprise,neutral,neutral,positive,neutral
Phoebe,Joey,"[0.6, 0.48, 0.31, 0.46, 0.56]",I know. They were mine.,"Oh.  No! No wait, that s weird!","No, it s not! We were just goofing around and I dared him to try them on.",neutral,disgust,neutral,neutral,negative,neutral
Phoebe,Joey,"[0.6, 0.48, 0.31, 0.46, 0.56]","No, it s not! We were just goofing around and I dared him to try them on.",That s weird!,I m wearing his briefs right now.,neutral,disgust,neutral,neutral,negative,neutral
Phoebe,Joey,"[0.6, 0.48, 0.31, 0.46, 0.56]",I think so too. And that little flap? Great for holding my lipstick.,"Yeah, I wouldn t know about that.",And! Y know what Jake says? That women s underwear is actually more comfortable. And he loves the way the silk feels against his skin.,joy,neutral,joy,positive,neutral,positive
Phoebe,Joey,"[0.6, 0.48, 0.31, 0.46, 0.56]",There is nothing wrong with Jake! Okay? He is all man! I m thinking even more than you.,"Oh yeah, he looked like a real lumberjack in those pink lacys.",I m just saying that only a man completely secure with his masculinity could walk around in women s underwear!,neutral,disgust,neutral,neutral,negative,neutral
Phoebe,Joey,"[0.6, 0.48, 0.31, 0.46, 0.56]",I don t think you could ever do that.,Hey! I,"Okay, whatever.",neutral,neutral,disgust,neutral,neutral,negative
Phoebe,Rachel,"[0.6, 0.48, 0.31, 0.46, 0.56]",Lusts of the flesh.,What?,I don t know.  A cowboy theme?,neutral,neutral,neutral,neutral,neutral,neutral
