Speaker_1,Speaker_2,Personality,Utterance_1,Utterance_2,Utterance_3,Emotion_1,Emotion_2,Emotion_3,Sentiment_1,Sentiment_2,Sentiment_3
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]",You had no,"Yeah, well excuse me for wanting to be with my girlfriend on our anniversary, boy what an ass am I.","But I told you, I didn t have the time!",anger,anger,anger,negative,negative,negative
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]","But I told you, I didn t have the time!","Yeah, well you never have the time. I mean, I don t feel like I even have a girlfriend anymore, Rachel.","Wh, Ross what do you want from me?",anger,anger,anger,negative,negative,negative
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]","Okay Bobby, why don t we just come over here and let them have a little moment.",Come here!,No! Seriously! What s wrong with you?!,neutral,joy,anger,neutral,positive,negative
Rachel,Danny,"[0.635, 0.354, 0.521, 0.552, 0.469]",So did I. I'm really glad Monica asked us out.,"I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch.",You're sister? You're sister's asleep on the couch?  Ohhh! I saw,joy,neutral,surprise,positive,neutral,positive
Rachel,Danny,"[0.635, 0.354, 0.521, 0.552, 0.469]",You're sister? You're sister's asleep on the couch?  Ohhh! I saw,"Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel.",Hi!,surprise,neutral,joy,positive,neutral,positive
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]",Really?,I do.,"Oh Ross, you're so great. [she playfully rubs his head and gets up]",surprise,neutral,joy,positive,neutral,positive
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]",Oh my God! Are you serious?!,Uh-huh.,I would love to live with you Ross.. that s-that s great! Thank you!,surprise,neutral,joy,positive,neutral,positive
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]",I would love to live with you Ross.. that s-that s great! Thank you!,"Well, I m-I m just glad I could, y know, help you out.","Ross-Ross, you have no idea what this means to me!",joy,neutral,joy,positive,neutral,positive
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]",You re my hero!,"Hero, I uh, I don t know well, all right.","Oh, I have to go tell Monica what a wonderful brother she has!",joy,neutral,joy,positive,neutral,positive
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]",It was an amazing night.,It was. It was an amazing night.,You think it looked amazing?,joy,joy,sadness,positive,positive,negative
Rachel,Dr. Long,"[0.635, 0.354, 0.521, 0.552, 0.469]","No, not yet.","That s fine, for now we ll just call her Baby Girl Green.","Oh no, Baby Girl Geller-Green.",neutral,neutral,neutral,neutral,neutral,neutral
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]",Oh but look! That s gonna leave a stain!,Rach! Hey! It s fine! You re at Joey s!,Really?,disgust,joy,surprise,negative,positive,positive
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]",Really?,Yeah! Look!,I ve never lived like this before.,surprise,neutral,disgust,positive,neutral,negative
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]","Hey Joey, is this the bed where Olivia lost her virginity?","I don't know, but one of the extras sure did!  Hey, listen    Rach. Thanks again for coming down to watch my scenes!","Oh, please!Honey, just the fact that you want me here to support    you, I'm...OH MY GOD!Is that Christian Sanders?He's so",neutral,joy,surprise,neutral,positive,positive
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]","Oh, please!Honey, just the fact that you want me here to support    you, I'm...OH MY GOD!Is that Christian Sanders?He's so",Also so,"Oh, in my head he's done some pretty ""not-gay-stuff""!",surprise,neutral,neutral,positive,neutral,neutral
Rachel,Phoebe,"[0.635, 0.354, 0.521, 0.552, 0.469]",I m not gonna marry Chandler!,Not after this!,"Okay, you guys, just relax.  I doooo.",anger,anger,neutral,negative,negative,neutral
Rachel,Joshua,"[0.635, 0.354, 0.521, 0.552, 0.469]","Okay, you guys, just relax.  I doooo.",I gotta go.,"Oh, wait, Joshua! Joshua!   Yeah, well, that oughta do it.",neutral,neutral,sadness,neutral,neutral,negative
Rachel,Phoebe,"[0.635, 0.354, 0.521, 0.552, 0.469]","Sorry I'm late, but I left late.",Okay.,"So Pheebs, what is the book about?",neutral,neutral,neutral,neutral,neutral,neutral
Rachel,Phoebe,"[0.635, 0.354, 0.521, 0.552, 0.469]","So Pheebs, what is the book about?",I thought you said you read it in high school.,"Well yeah, but then I remembered I started it and there was this pep rally and I was, I was on top of the pyramid but anyway umm, what is this book about?",neutral,neutral,neutral,neutral,neutral,neutral
Rachel,Nancy,"[0.635, 0.354, 0.521, 0.552, 0.469]","Y'know what, actually   Okay, okay, okay, what's so funny over here?",I thought you didn't smoke.,"Oh, I thought you guys meant marijuana cigarettes, y'know?",neutral,surprise,neutral,neutral,positive,neutral
Rachel,Kim,"[0.635, 0.354, 0.521, 0.552, 0.469]","But no, I actually smoke the regular ones all, all the time.",We get high.,"Oh, me too.",neutral,neutral,neutral,neutral,neutral,neutral
Rachel,Kim,"[0.635, 0.354, 0.521, 0.552, 0.469]","Oh, me too.",I'm kidding.,"Oh, me too.",neutral,neutral,joy,neutral,neutral,positive
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]","Oh, are you sure you're ok?",Yeah.,Does it still hurt?,sadness,neutral,sadness,negative,neutral,negative
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]",Hi!,"Yeah, Rach, I think you re handling that really well.",Handling it?,joy,neutral,neutral,positive,neutral,neutral
Rachel,Chandler,"[0.635, 0.354, 0.521, 0.552, 0.469]","Y know, they re not gonna get married anyway!",What?,Come on!,anger,surprise,anger,negative,positive,negative
Rachel,Joanna,"[0.635, 0.354, 0.521, 0.552, 0.469]",My drinking?,"Oh, I must ve said that after you left.",Said what? Exactly.,neutral,neutral,fear,neutral,neutral,negative
Rachel,Joanna,"[0.635, 0.354, 0.521, 0.552, 0.469]",Said what? Exactly.,That you enjoyed the occasional drink ing binge.,"Oh my God!! Ohh, that is it! I m leaving! You are just a horrible person!",fear,neutral,disgust,negative,neutral,negative
Rachel,Joanna,"[0.635, 0.354, 0.521, 0.552, 0.469]",Say more things like that.,"You can have your own office, and a raise! Effective tomorrow.",I d need an expense account.,joy,joy,neutral,positive,positive,neutral
Rachel,Joanna,"[0.635, 0.354, 0.521, 0.552, 0.469]",I d need an expense account.,Done!,And an assistant.,neutral,joy,neutral,neutral,positive,neutral
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]",Monica? You gonna be very proud of me. I just got us dates with two unbelievably cute nurses.,Oh my!,They're male nurses.,joy,surprise,neutral,positive,positive,neutral
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]",They're male nurses.,Not in my head.,"Anyway, they want to take us out Saturday night! What do you say?",neutral,neutral,joy,neutral,neutral,positive
Rachel,Monica,"[0.635, 0.354, 0.521, 0.552, 0.469]","Anyway, they want to take us out Saturday night! What do you say?",Umm.  Umm. Umm. I don't think so.,What?,joy,joy,surprise,positive,positive,positive
Rachel,Monica,"[0.635, 0.354, 0.521, 0.552, 0.469]","Come on, give me one good reason why you don't wanna go.","Umm, why don't you give",What?,neutral,neutral,surprise,neutral,neutral,positive
Rachel,Monica,"[0.635, 0.354, 0.521, 0.552, 0.469]",What?,Harder than it sounds. Isn't it?,"Okay, you're coming with me, and I also told them that if we're still here when they get off that we'll go down to the cafeteria and have some",surprise,neutral,neutral,positive,neutral,neutral
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]","Okay, you're coming with me, and I also told them that if we're still here when they get off that we'll go down to the cafeteria and have some",Yep! There's always room for,"Joey, how do you make",neutral,neutral,neutral,neutral,neutral,neutral
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]","Wait no, honey, honey throw it to me, throw it to me.",Here you go.,That almost hit me in the face.,neutral,neutral,anger,neutral,neutral,negative
Rachel,Monica,"[0.635, 0.354, 0.521, 0.552, 0.469]",Hey! Great advice on that Joey thing!,Yeah? The work problem?,Oh it was perfect! I mean it really felt like he was my friend again.,joy,neutral,joy,positive,neutral,positive
Rachel,Chandler,"[0.635, 0.354, 0.521, 0.552, 0.469]",Oh it was perfect! I mean it really felt like he was my friend again.,What problem did you tell him you had?,"Oh that s not important. The point is, I really I think everything s gonna be okay.",joy,neutral,neutral,positive,neutral,neutral
Rachel,Monica,"[0.635, 0.354, 0.521, 0.552, 0.469]","Monica, betting the apartment, I don t know about this.","Rachel, I have not missed one question the whole game. I own this game! Look at my hand.",Why? Do you have the answers written on there?,fear,joy,surprise,negative,positive,positive
Rachel,Monica,"[0.635, 0.354, 0.521, 0.552, 0.469]",Why? Do you have the answers written on there?,"No! Steady as a rock! Now, are you with me.","All right, let s do it.",surprise,neutral,fear,positive,neutral,negative
Rachel,The Singing Man,"[0.635, 0.354, 0.521, 0.552, 0.469]",HEY!! Do you,Oh come on! Morning s here!  Morning s here! The morning is here! Sunshine is here!,I,anger,joy,neutral,negative,positive,neutral
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]",I,Are you kidding? I love that guy!  Morning s here! Morning is here ,Stop it! I will kill you. I hate the fact that my room is so small.,neutral,joy,anger,neutral,positive,negative
Rachel,Monica,"[0.635, 0.354, 0.521, 0.552, 0.469]",Stop it! I will kill you. I hate the fact that my room is so small.,"Hey, I have all the space I need. Just do what I did.","Monica, you don t even have a bed, you sleep in a ball on the floor!",anger,neutral,anger,negative,neutral,negative
Rachel,Monica,"[0.635, 0.354, 0.521, 0.552, 0.469]","Monica, you don t even have a bed, you sleep in a ball on the floor!",Y know what? I am,I m sorry. I m so sorry.,anger,neutral,sadness,negative,neutral,negative
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]",Hi Joey! What are you doing here?,"Uhh, well I ve got an audition down the street and I spilled sauce all over the front of my shirt.  You got an extra one?","Yeah, sure. Umm here.",joy,neutral,neutral,positive,neutral,neutral
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]","Yeah, sure. Umm here.",Great.  You got anything that s not,"Yeah, I don t think so Joe.",neutral,disgust,neutral,neutral,negative,neutral
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]","Yeah, I don t think so Joe.","All right, I guess this will be fine.","Hey, listen umm, what-what are you doing tonight?",neutral,neutral,neutral,neutral,neutral,neutral
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]","Hey, listen umm, what-what are you doing tonight?","Nothing, why?",How would you feel about taking out my assistant Tag? I ll pay.,neutral,neutral,neutral,neutral,neutral,neutral
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]",How would you feel about taking out my assistant Tag? I ll pay.,"Huh, Rach I got to say it s gonna take a lot of money for me to go out on a date with a dude.",I m not asking you to go on a,neutral,disgust,neutral,neutral,negative,neutral
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]",I m not asking you to go on a,Really?  Cause I could kinda use the money.,"Joey, just-just he-he s new in town and I know he doesn t have any guy friends.",neutral,surprise,neutral,neutral,positive,neutral
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]",I ll really appreciate it.,"Yeah, okay.",Yeah?,neutral,neutral,surprise,neutral,neutral,positive
Rachel,Mark,"[0.635, 0.354, 0.521, 0.552, 0.469]","No! Sorry, I just thought you were somebody else. Hi!","Hi. Well, look, I was just gonna leave a message, isn t tonight your, your big anniversary dinner?","Yeah. Well, umm.....",surprise,neutral,sadness,positive,neutral,negative
Rachel,Mark,"[0.635, 0.354, 0.521, 0.552, 0.469]","Yeah. Well, umm.....","Rach, are you okay?","Yeah, I m fine.",sadness,surprise,sadness,negative,positive,negative
Rachel,Mark,"[0.635, 0.354, 0.521, 0.552, 0.469]","Yeah, I m fine.","You wanna talk, I mean I can come over?","No! Really, no, please, please, that s, that s okay.",sadness,neutral,sadness,negative,neutral,negative
Rachel,Mark,"[0.635, 0.354, 0.521, 0.552, 0.469]","No! Really, no, please, please, that s, that s okay.","All right, all right, I m coming over, and I m bringing Chinese food.","Oh, yeah, I m not, I m not hungry.",sadness,neutral,sadness,negative,neutral,negative
Rachel,Mark,"[0.635, 0.354, 0.521, 0.552, 0.469]","Oh, yeah, I m not, I m not hungry.",It s for me.,"Oh. Okay, bye.",sadness,neutral,neutral,negative,neutral,neutral
Rachel,Monica,"[0.635, 0.354, 0.521, 0.552, 0.469]","Okay, you go!",My turn? What-what are you talking about?,"Ugh, Monica, I know about you and Chandler.",anger,surprise,disgust,negative,positive,negative
Rachel,Monica,"[0.635, 0.354, 0.521, 0.552, 0.469]","Ugh, Monica, I know about you and Chandler.",What?!,"I overheard you guys on the phone the other day, and you said, ""I'll just tell Rachel that I'm doing laundry for a couple of hours.""",disgust,surprise,neutral,negative,positive,neutral
Rachel,Monica,"[0.635, 0.354, 0.521, 0.552, 0.469]",Is,Well. Sounds like you're writing yourself a little play there Rach. Wow! Let me know how that one turns out.,"Well, I wouldn't know because I got so freaked out that I hung up the phone.",neutral,joy,anger,neutral,positive,negative
Rachel,Monica,"[0.635, 0.354, 0.521, 0.552, 0.469]","Well, I wouldn't know because I got so freaked out that I hung up the phone.","Well, if you had kept listening, you-you would have heard me call him Mr. Big  ot.",What?!,anger,neutral,surprise,negative,neutral,positive
Rachel,Monica,"[0.635, 0.354, 0.521, 0.552, 0.469]",What?!,Mr. Bigot. He tells the most,All right. So you're telling me that there is nothing going on between you and Chandler.,surprise,neutral,anger,positive,neutral,negative
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]","Okay! So, we ll just stay married.","Yes, exactly!",And I will make everyone call me Mrs. Geller!,joy,joy,joy,positive,positive,positive
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]",And I will make everyone call me Mrs. Geller!,"Wow! This is so amazing. I uh, I really thought I d have to talk you into this more.",What-wh-what so we ll just stay married forever?!,joy,joy,surprise,positive,positive,positive
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]",Y know what?,I m asking you to do me a favor.,You are asking me to be your wife!,neutral,neutral,anger,neutral,neutral,negative
Rachel,Phoebe,"[0.635, 0.354, 0.521, 0.552, 0.469]","Oh God  Oh, he s in there right now?",Uh-huh. Now you can turn around or you can go in there and rip the Band-Aid off. What to you want to do?,"Uh, let s rip!",surprise,neutral,fear,positive,neutral,negative
Rachel,Phoebe,"[0.635, 0.354, 0.521, 0.552, 0.469]","Uh, let s rip!",Really? Are you sure?,Oh Phoebe!,fear,surprise,joy,negative,positive,positive
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]",I?ve got some bad news.,What?,"I can get a quick bite to eat, but then I have to come back up here.",sadness,fear,neutral,negative,negative,neutral
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]",I knew.,You did! Oh.... I always figured you just thought I was Monica's geeky older brother.,I did.,neutral,surprise,neutral,neutral,positive,neutral
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]","Ross, no! There is","Oh, come on! Rach, it's-it's not that bad.","Ross, I am a human doodle!!",anger,neutral,anger,negative,neutral,negative
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]",Hmmm... this is so nice.,"OK, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment.",OK.,joy,neutral,neutral,positive,neutral,neutral
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]",OK.,"OK. Here goes. For a while now, I've been wanting to, um....",Ohhh!!!!,neutral,neutral,surprise,neutral,neutral,positive
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]",Ohhh!!!!,"Yes, yes, that's right...","Oh, look at the little cat!",surprise,neutral,surprise,positive,neutral,positive
Rachel,Monica,"[0.635, 0.354, 0.521, 0.552, 0.469]",Thank you. Thank you so much!,"Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns.","Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",joy,neutral,surprise,positive,neutral,positive
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]","Hey, who's this little naked guy?",That little naked guy would be me.,"Aww, look at the little thing.",surprise,neutral,surprise,positive,neutral,positive
Rachel,Tag,"[0.635, 0.354, 0.521, 0.552, 0.469]","Oh, it s just not the right time.",It is the right time.,Okay.,sadness,joy,neutral,negative,positive,neutral
Rachel,Policeman,"[0.635, 0.354, 0.521, 0.552, 0.469]",Yeah.,"You re an Aquarius, huh?",I bet you re a Gemini.,neutral,neutral,neutral,neutral,neutral,neutral
Rachel,Policeman,"[0.635, 0.354, 0.521, 0.552, 0.469]",I bet you re a Gemini.,Nope.,Taurus?,neutral,neutral,neutral,neutral,neutral,neutral
Rachel,Policeman,"[0.635, 0.354, 0.521, 0.552, 0.469]",Taurus?,Nope.,Virgo?,neutral,neutral,neutral,neutral,neutral,neutral
Rachel,Policeman,"[0.635, 0.354, 0.521, 0.552, 0.469]",Virgo?,Nope.,Sagittarius?,neutral,neutral,neutral,neutral,neutral,neutral
Rachel,Policeman,"[0.635, 0.354, 0.521, 0.552, 0.469]",Sagittarius?,Yep.,"I knew it! I knew it, ahh .",neutral,neutral,joy,neutral,neutral,positive
Rachel,Policeman,"[0.635, 0.354, 0.521, 0.552, 0.469]","I knew it! I knew it, ahh .",You re not gonna speed anymore right?,I won t speed.,joy,neutral,neutral,positive,neutral,neutral
Rachel,Policeman,"[0.635, 0.354, 0.521, 0.552, 0.469]",I won t speed.,And you promise you ll get this taken care of right away?,I promise.,neutral,neutral,neutral,neutral,neutral,neutral
Rachel,Policeman,"[0.635, 0.354, 0.521, 0.552, 0.469]",I promise.,And in the meantime you better let him drive. Does he have a license?,Yeah!,neutral,neutral,neutral,neutral,neutral,neutral
Rachel,Policeman,"[0.635, 0.354, 0.521, 0.552, 0.469]",Yeah!,Can he handle the stick?,Oh well,neutral,neutral,neutral,neutral,neutral,neutral
Rachel,Monica,"[0.635, 0.354, 0.521, 0.552, 0.469]",I just saw Danny getting on the subway with a girl and he had his arm around her.,"Oh, honey, I'm sorry.","Well, you should be, this is all your fault! You meddled in our relationship!!",sadness,sadness,anger,negative,negative,negative
Rachel,Monica,"[0.635, 0.354, 0.521, 0.552, 0.469]","Well, you should be, this is all your fault! You meddled in our relationship!!",You had no relationship!!,"No, but I was doing my thing and everything was going according to the plan!",anger,anger,anger,negative,negative,negative
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]",Hey!,What's happening?,"Yeah, it's a real shame you can't make it to that one-woman    show tonight.",joy,joy,sadness,positive,positive,negative
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]","Yeah, it's a real shame you can't make it to that one-woman    show tonight.","Oh, I'd love to, but I gotta get up so early the next day and    so, you know me, work comes first","Oh, yeah, yeah, yeah...",sadness,neutral,neutral,negative,neutral,neutral
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]",You are having a party tonight??,Kinda have a... a thing for the Days Of Our Life's people.,And you weren't going to tell us? How did you think you were    gonna get away with that?,surprise,neutral,anger,positive,neutral,negative
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]",And you weren't going to tell us? How did you think you were    gonna get away with that?,I do it every year.,You do that every year??,anger,neutral,surprise,negative,neutral,positive
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]",You do that every year??,I didn't have to tell you that!! I'm stupider than Jane Rogers!!,"Oh, that's why you got these tickets to that play, to get rid    of us??",surprise,anger,anger,positive,negative,negative
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]","Oh, that's why you got these tickets to that play, to get rid    of us??",Yeah...,And last year is that why you sent us to that medieval times    restaurant?,anger,neutral,anger,negative,neutral,negative
Rachel,Joey,"[0.635, 0.354, 0.521, 0.552, 0.469]",And last year is that why you sent us to that medieval times    restaurant?,Yeah...,"OH! And the year before that, when you set up that nighttime    tour of that button factory?",anger,neutral,anger,negative,neutral,negative
Rachel,Chandler,"[0.635, 0.354, 0.521, 0.552, 0.469]",Who's this from?,"Oh, that's Ross's.",Oh...  Oh my God. He remembered.,surprise,neutral,surprise,positive,neutral,positive
Rachel,Phoebe,"[0.635, 0.354, 0.521, 0.552, 0.469]",Oh...  Oh my God. He remembered.,Remembered what?,It was like months ago.,surprise,neutral,surprise,positive,neutral,positive
Rachel,Chandler,"[0.635, 0.354, 0.521, 0.552, 0.469]",What did you just say?,F-hah.... flennin....,Oh.... my God.,surprise,fear,surprise,positive,negative,positive
Rachel,Bonnie,"[0.635, 0.354, 0.521, 0.552, 0.469]",This is Bonnie?  This is Bonnie?  You re Bonnie?,I can show you an ID if you want?,"Oh no, I m sorry, you look a lot different from the last time I-I saw you.",surprise,neutral,surprise,positive,neutral,positive
Rachel,Bonnie,"[0.635, 0.354, 0.521, 0.552, 0.469]","Oh no, I m sorry, you look a lot different from the last time I-I saw you.","Oh yeah, well I just started wearing bras again.","Oh, that must be it.",surprise,neutral,neutral,positive,neutral,neutral
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]","Yes, I do.","No you do y'know what, you re not gonna suck me into this.","Oh sure I am, because you always have to be right.",neutral,anger,anger,neutral,negative,negative
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]","Oh sure I am, because you always have to be right.","I do not always have to be okay, okay.",Jurassic Park,anger,anger,neutral,negative,negative,neutral
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]","Oh-oh, you lie.",What you don t think I d go up to her?,"Ross, it took you ten years to finally admit you liked me.",disgust,neutral,neutral,negative,neutral,neutral
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]","Ross, it took you ten years to finally admit you liked me.","Yeah, well missy, you better be glad that list is laminated.","You know what honey, you go ahead, we ll call her an alternate.",neutral,anger,neutral,neutral,negative,neutral
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]","You know what honey, you go ahead, we ll call her an alternate.","Okay, hold my crawler.",Okay.,neutral,neutral,neutral,neutral,neutral,neutral
Rachel,Monica,"[0.635, 0.354, 0.521, 0.552, 0.469]",Okay.,"Rach, are you really gonna let him do this?","Honey, he s about to go hit on Isabella Rosselini. I m just sorry we don t got popcorn.",neutral,surprise,joy,neutral,positive,positive
Rachel,Phoebe,"[0.635, 0.354, 0.521, 0.552, 0.469]",Pick one.,Left!  Thank you.,You re welcome.,neutral,joy,neutral,neutral,positive,neutral
Rachel,Phoebe,"[0.635, 0.354, 0.521, 0.552, 0.469]",You re welcome.,Ross!,Joey!  We should just switch.,neutral,surprise,neutral,neutral,positive,neutral
Rachel,Chandler,"[0.635, 0.354, 0.521, 0.552, 0.469]","Y know, the charity was a big success and they raised a lot of money and awareness.",So what was it for anyway?,I wanna say a disease.,joy,neutral,neutral,positive,neutral,neutral
Rachel,Ross,"[0.635, 0.354, 0.521, 0.552, 0.469]",It s not kicking right now. Although we would love to see you do  that again.,"Hey, when-when was it kicking? What happened?",Last night! I just felt it and I went into Joey s room and he was sleeping,joy,joy,joy,positive,positive,positive
Rachel,Joanne,"[0.635, 0.354, 0.521, 0.552, 0.469]",Okay.,When are you coming home?,"What? Guys, I'm not.",neutral,neutral,surprise,neutral,neutral,positive
